job,kind,state,source,branch,gradient_l2,clip_coefficient,master_update_l2,bf16_l2,bf16_nonzero_fraction,bf16_fraction_above_1e5
density-s-pg250-draw42,density,s-pg250,raw/density-s-pg250-draw42/measurements.json,topk_intersection,17.45903846188389,0.057276919625685783,0.0034906676469402633,0.03401428094580438,0.0022166810823128,0.0005073292429425639
density-s-pg250-draw42,density,s-pg250,raw/density-s-pg250-draw42/measurements.json,teacher_topk,17.457913782749323,0.05728060953694935,0.003490763521469647,0.03401539978056951,0.002216746176831529,0.0005073495849796667
density-s-pg250-draw42,density,s-pg250,raw/density-s-pg250-draw42/measurements.json,full_vocab,17.440782915089052,0.057336872291321776,0.0034905649936885362,0.03401349394729307,0.0022166665522862982,0.0005073286617415037
density-s-pg250-draw42,density,s-pg250,raw/density-s-pg250-draw42/measurements.json,sampled_pg_draw1,2.2462763282162626,0.4451810056748807,0.0034904407268053876,0.03400967686412592,0.0022164689439258707,0.0005072908836725985
density-s-pg250-draw42,density,s-pg250,raw/density-s-pg250-draw42/measurements.json,sampled_pg_draw2,2.246403052262794,0.44515589214358114,0.0034904436324934606,0.03400893247278153,0.002216470687529051,0.0005072775160482166
density-s-pg250-draw42,density,s-pg250,raw/density-s-pg250-draw42/measurements.json,sampled_pg_draw3,2.246064647324315,0.4452229618449827,0.0034902576774214033,0.03400734551181464,0.0022163114384385887,0.0005072252079528094
density-s-pg250-draw43,density,s-pg250,raw/density-s-pg250-draw43/measurements.json,zero_gradient,0.0,1.0,0.003416938272290663,0.03386250249229293,0.002180089825972222,0.0004991430260113234
density-s-pg250-draw43,density,s-pg250,raw/density-s-pg250-draw43/measurements.json,sampled_pg,12.133539752343543,0.08241617351529101,0.003537067674239542,0.03417761322629908,0.0022426973853652047,0.0005134725381476197
density-s-pg250-draw43,density,s-pg250,raw/density-s-pg250-draw43/measurements.json,student_topk,72.55986696644943,0.013781722983046009,0.003527864969883821,0.03417664782287549,0.0022388422787336876,0.0005128599522302945
density-s-pg250-draw43,density,s-pg250,raw/density-s-pg250-draw43/measurements.json,topk_intersection,72.60207271255787,0.013773711257327785,0.003527712054556658,0.03417706939443926,0.002238780090220259,0.0005128884310822385
density-s-pg250-draw43,density,s-pg250,raw/density-s-pg250-draw43/measurements.json,teacher_topk,72.58588734225374,0.013776782551518067,0.003527826435138964,0.03417847904462724,0.0022388910996227343,0.0005128977302991997
density-s-pg250-draw43,density,s-pg250,raw/density-s-pg250-draw43/measurements.json,full_vocab,72.62975842416931,0.013768460861337038,0.003527859304813921,0.03417679873080396,0.002238800432257362,0.0005128715762514961
density-s-pg250-draw43,density,s-pg250,raw/density-s-pg250-draw43/measurements.json,sampled_pg_draw1,12.13208704682187,0.0824260420910777,0.0035369891603525957,0.03417685060898297,0.002242641008862377,0.0005134260420628133
density-s-pg250-draw43,density,s-pg250,raw/density-s-pg250-draw43/measurements.json,sampled_pg_draw2,112.57150208931942,0.008883242850604508,0.003520372856785949,0.034143041385115064,0.0022353312431297387,0.0005120730059949448
density-s-pg250-draw43,density,s-pg250,raw/density-s-pg250-draw43/measurements.json,sampled_pg_draw3,26.30968287042579,0.03800881853711974,0.0035381875712040055,0.034204233326030904,0.0022434680579708722,0.000513868336069535
density-s-pg250-draw44,density,s-pg250,raw/density-s-pg250-draw44/measurements.json,zero_gradient,0.0,1.0,0.003416938272290663,0.03386250249229293,0.002180089825972222,0.0004991430260113234
density-s-pg250-draw44,density,s-pg250,raw/density-s-pg250-draw44/measurements.json,sampled_pg,1.3062461251699857,0.7655519240816451,0.0035451578896310374,0.03420680124762224,0.0022489615703907575,0.0005148511470621319
density-s-pg250-draw44,density,s-pg250,raw/density-s-pg250-draw44/measurements.json,student_topk,3.9119662711904297,0.2556258605138318,0.003565366803200133,0.034301557641723636,0.0022591238709262734,0.000517479338255818
density-s-pg250-draw44,density,s-pg250,raw/density-s-pg250-draw44/measurements.json,topk_intersection,4.800116504885494,0.20832823341974724,0.0035580823118225506,0.03427057842235459,0.00225536640607285,0.0005164721168186978
density-s-pg250-draw44,density,s-pg250,raw/density-s-pg250-draw44/measurements.json,teacher_topk,4.769607560234042,0.20966081123246946,0.003558436434109253,0.034271221970793034,0.0022555721512481186,0.000516524424914105
density-s-pg250-draw44,density,s-pg250,raw/density-s-pg250-draw44/measurements.json,full_vocab,3.6629364267280278,0.2730049366126531,0.0035664714973645075,0.034314192500620885,0.002260065997844665,0.0005177862124155408
density-s-pg250-draw44,density,s-pg250,raw/density-s-pg250-draw44/measurements.json,sampled_pg_draw1,1.3059990435502138,0.7656967585403848,0.0035451153729851633,0.03420552026024475,0.002248966801200298,0.0005148645146865138
density-s-pg250-draw44,density,s-pg250,raw/density-s-pg250-draw44/measurements.json,sampled_pg_draw2,1.306189985747627,0.7655848271128807,0.0035451782906611704,0.034206879735923894,0.002249037126528568,0.0005148767199087754
density-s-pg250-draw44,density,s-pg250,raw/density-s-pg250-draw44/measurements.json,sampled_pg_draw3,1.306145457446772,0.7656109269360033,0.0035452096681046347,0.03420687344565629,0.0022490138784861647,0.0005148836943214964
density-s-pg250-draw45,density,s-pg250,raw/density-s-pg250-draw45/measurements.json,zero_gradient,0.0,1.0,0.003416938272290663,0.03386250249229293,0.002180089825972222,0.0004991430260113234
density-s-pg250-draw45,density,s-pg250,raw/density-s-pg250-draw45/measurements.json,sampled_pg,209.12668738132226,0.004781790443583159,0.003489059442050478,0.03408250424959188,0.0022155762190975863,0.000507868597526319
density-s-pg250-draw45,density,s-pg250,raw/density-s-pg250-draw45/measurements.json,student_topk,13.845826581600363,0.0722239240743467,0.003542763469031026,0.0343210792564596,0.0022425788203489483,0.0005151307047720308
density-s-pg250-draw45,density,s-pg250,raw/density-s-pg250-draw45/measurements.json,topk_intersection,13.888344452644565,0.0720028172837236,0.003540680485452898,0.0343146155455853,0.0022415663681022873,0.0005148796259140759
density-s-pg250-draw45,density,s-pg250,raw/density-s-pg250-draw45/measurements.json,teacher_topk,13.887299698968262,0.07200823411811726,0.0035406137273677404,0.03431382617207955,0.0022415047607899185,0.0005148412666441105
density-s-pg250-draw45,density,s-pg250,raw/density-s-pg250-draw45/measurements.json,full_vocab,13.840585592151601,0.07225127297473481,0.003542952538726917,0.034322805392252076,0.002242714821397007,0.0005151469784017131
density-s-pg250-draw45,density,s-pg250,raw/density-s-pg250-draw45/measurements.json,sampled_pg_draw1,81.37372255047156,0.012288979247456411,0.0035182844054175134,0.03423638769265405,0.002230497975114105,0.0005117818242638442
density-s-pg250-draw45,density,s-pg250,raw/density-s-pg250-draw45/measurements.json,sampled_pg_draw2,5.881769613042282,0.17001683094927103,0.0034935966726072493,0.03409623527275279,0.0022185880029909257,0.0005083039171203197
