geometry_id,seed,raw_proposal_adamw_mse_ratio,adamw_proposal_adamw_mse_ratio,adamw_vs_raw_mse_ratio,proposal_l1_distance,metric_squared_min,metric_squared_max,raw_scale_task_1,adamw_scale_task_1,raw_prob_task_1,adamw_prob_task_1,raw_scale_task_2,adamw_scale_task_2,raw_prob_task_2,adamw_prob_task_2,raw_scale_task_3,adamw_scale_task_3,raw_prob_task_3,adamw_prob_task_3,raw_scale_task_4,adamw_scale_task_4,raw_prob_task_4,adamw_prob_task_4
563,20260902,1.0017699105423417,0.9496385633581741,0.9479607576195371,0.18685591130932427,0.05917586428387566,42.50109929817566,8.05825310409579,23.521476185711112,0.1925675971729371,0.2103675369645593,10.852708986220636,37.44115431850737,0.25934654388448297,0.3348600807579903,11.2518556961088,30.07718426670972,0.26888492917093915,0.2689994081604717,11.683542776816383,20.77152515873872,0.2792009297716409,0.18577297411697868
564,20260902,0.8699694695418821,0.8028749203631504,0.9228771220970972,0.2671852800473441,0.03752910824056456,53.42641140748319,8.286144778359613,13.660416006218126,0.20058497834129288,0.15823560326519,7.509172588279583,11.799187398024742,0.18177659952488476,0.13667603791243282,12.43407715370749,22.001306186879592,0.30099511452950134,0.2548524111943842,13.080502396564205,38.86868832701724,0.3166433076043209,0.450235947627993
565,20260902,0.9212554024560097,0.8626598491714544,0.9363959732248591,0.22617375806045859,0.029132914301845832,42.009660781806666,10.805169691377627,14.147383543719469,0.29803833399304075,0.35089225518649614,10.429872952646805,14.02752726773447,0.2876865470281759,0.3479195048649498,8.866979472615922,5.602526271410939,0.24457735186498533,0.13895736070502607,6.152272915185749,6.540875261191443,0.16969776711379797,0.16223087924352794
566,20260902,0.8933471263609194,0.859590076306829,0.9622128408342221,0.1740671761856183,0.020634362886035405,48.32945008319185,5.909951118064117,4.540789231925627,0.16584107978304988,0.10964453168367384,11.851767983223887,15.564109984167915,0.33257635476346503,0.37582003108380213,5.790389203219493,8.542655857213788,0.16248601361369439,0.20627592538616651,12.084123235925075,12.766176758079158,0.3390965518397906,0.3082595118463576
567,20260902,0.950650787288066,0.8980795131432927,0.9446996995660794,0.2327622585583354,0.0500470847527682,49.6904116836163,8.29932822924127,18.68396303273909,0.1997727634288367,0.13273042728584952,10.686460303691854,29.26452981368533,0.25723331421201756,0.207894521075837,12.07962894884423,47.61388708860885,0.2907682151674823,0.33824791704721946,10.478425066096632,45.20385893573542,0.25222570719166343,0.32112713459109393
568,20260902,0.9979938964147221,0.937897610680737,0.9397829125509883,0.21451276494942248,0.021921289019407705,34.02691616225873,11.365573750423012,17.03719441294191,0.2961963863018856,0.31266372372962953,7.890073170223301,9.619933022833916,0.2056219256498708,0.1765433913616713,8.614219254272715,17.179910488338443,0.22449378007271636,0.31528282511968364,10.50188404231399,10.653435769835996,0.27368790797552733,0.19551005978901556
569,20260902,1.0261621091824549,0.9863939124208839,0.9612456975309152,0.1993200254297881,0.018945631328995686,33.19329086559002,8.405422804989565,17.8776423185877,0.20147253108517973,0.2503517889400482,11.532244477465726,16.08757708320215,0.2764204178508294,0.22528438765681436,10.3066133693173,21.267607645814987,0.247042835394321,0.29782359025434657,11.475663797805352,16.177257115480018,0.2750642156696698,0.2265402331487908
570,20260902,0.9497719821510784,0.9346390866468062,0.9840668120468256,0.11066665784111898,0.02199874625999422,54.19628787541691,10.026866149016016,39.94405401110869,0.27570287989764863,0.295228196585187,11.633946836281188,40.961970556953254,0.3198918385535276,0.30275166092910005,6.4202967863686515,18.71752193339297,0.1765351494168658,0.13834199812073383,8.287266767376346,35.675366248509945,0.22787013213195795,0.26367814436497905
571,20260902,0.8842480371310452,0.8730882333661808,0.9873793287672172,0.10584094543399192,0.04002700635250199,40.979592443105446,13.358425669453135,22.907176095808904,0.3547069490872701,0.407627421804266,9.511543901020621,13.417362049659843,0.25256050388898654,0.23875857403121392,8.350428922628101,10.951105016800419,0.2217293594325752,0.19487215208175948,6.44005812841898,8.920713781568729,0.1710031875911682,0.15874185208276054
572,20260902,0.9523356378004556,0.8229388718563848,0.8641269308760411,0.38486752848257133,0.0230731648965945,52.78683162499114,9.47121198973219,23.59715484209491,0.2211753928194075,0.14561950601527854,11.388239873691195,63.17894290823593,0.26594256683473433,0.3898811750157603,11.574151902647925,54.89804043087631,0.2702840561899441,0.33877921225020385,10.388574004244905,20.372523614356666,0.24259798415591396,0.12572010671875739
573,20260902,1.0402702055940911,0.9447313281573899,0.9081595561201913,0.24150411766465293,0.019287209807635798,33.25967742302935,8.338589897373861,13.589278566801028,0.21582809671934414,0.20053024890760593,5.840528754489198,16.81190529567802,0.15117066799423728,0.2480849543985048,12.576730576081657,23.675109311548535,0.3255240822003437,0.3493618546284025,11.879481501108112,13.6904334960334,0.307477153086075,0.20202294206548663
574,20260902,0.944641376226903,0.8124281229584627,0.8600386807144442,0.33049112265238284,0.028600192616713264,50.59712215280626,11.34231528306904,25.44274998840472,0.303247327531342,0.22991511979569187,9.008090290138359,26.809774398741872,0.24083965561450538,0.2422683277315298,7.001649968861099,10.544076700078628,0.1871956111585466,0.09528225756800525,10.050797684714713,47.86489003616746,0.2687174056956061,0.4325342949047731
575,20260902,0.8501363858713619,0.813700734505452,0.9571414046364284,0.176098266375989,0.02671794901973728,54.018592987767505,15.15463644431024,38.965061360790884,0.3541259314894359,0.44217506467743045,9.78706042186662,17.942538730507863,0.22869911140218419,0.20361172154146923,7.490547725520782,10.200413757194841,0.1750353563685806,0.11575417708344224,10.362239225317957,21.013331006662696,0.2421396007397992,0.2384590366976581
576,20260902,0.9552617035652012,0.9229652236946997,0.9661909613355528,0.1611354176203167,0.02344833147253235,40.3426338940124,10.806993099513448,42.78699640848501,0.3376160706136757,0.3530105493406387,6.889144661643041,33.98539656641593,0.21522045300998846,0.28039368309318385,7.650846227495758,23.99984260352897,0.23901640506394659,0.19800870200555884,6.662727752467973,20.43376375616097,0.20814707131238921,0.16858706556061864
577,20260902,0.9680128802790726,0.9150408936522821,0.9452776014596841,0.2102463095813521,0.029273504675256013,24.930863416150157,12.207227766486977,44.62068870187831,0.283060353995223,0.34831624166464165,12.704120411931948,24.41824943725721,0.29458226632517975,0.19061276550079675,7.057151427558514,20.815238576131105,0.16364073969084958,0.16248708572455656,11.15738359945721,38.249779874960474,0.2587166399887475,0.29858390711000493
578,20260902,0.9644057669291668,0.7527425274836805,0.7805247057787115,0.4387935709102805,0.02355713617858851,53.1402984043894,12.328693919272723,14.910464523614365,0.2925761806905134,0.12155481686425335,7.5613881686602875,16.077186222993596,0.1794417223422776,0.13106630071339737,11.084045844789525,33.305831837397214,0.26303903893644365,0.27151966212016215,11.164278174622195,58.37104777570623,0.26494305803076545,0.47585922030218714
579,20260902,0.851176301607073,0.7893188276652369,0.9273270721646674,0.2582032808915583,0.019453136376717008,36.95836021065069,15.841315381148062,52.89476264205561,0.34183110171556313,0.47093274216134223,10.095944179547384,21.591365771020236,0.21785487118452904,0.19223228504424097,10.77095612107448,21.7457411885819,0.2324205855896573,0.19360672052864966,9.634306404852795,16.08727474004909,0.20789344151025055,0.14322825226576705
580,20260902,0.9199720634491922,0.8662171657273476,0.941568989040488,0.2434307944281455,0.019680801866396515,10.874159317255536,13.137412298154672,24.16330118278536,0.2953421804670628,0.3808866750012434,14.688160542595249,16.127176408614314,0.3302045534728093,0.2542130544568052,10.000286286086887,16.55693504566526,0.22481644710523596,0.26098734978512805,6.656145703556143,6.59219491210039,0.14963681895489206,0.10391292075682337
581,20260902,0.8152564716171732,0.8058174881707607,0.9884220686679261,0.08866046459286327,0.025970016339912323,46.50848280584174,3.234567056521976,5.61878231327013,0.0891142769689206,0.07876910201157412,12.780870304937515,28.244020882838424,0.3521207000366654,0.3959498763429619,8.2910584789207,13.869756242485595,0.2284236711575613,0.19443861381847613,11.99034868936963,23.599754498976473,0.3303413518368528,0.3308424078269879
582,20260902,0.9866274533418683,0.9684771366558189,0.9816036776347837,0.1259931112085125,0.05079072926523252,37.86931146522366,11.584436126447883,36.245955117939616,0.27513104270438443,0.31531761403974845,11.841793939683724,30.63653865133498,0.2812433059799392,0.2665191257491302,10.3658159487081,22.750608918524975,0.2461887414561876,0.19791636608274046,8.3131123583462,25.31751695430679,0.1974369098594886,0.220246894128381
583,20260902,0.979638422095984,0.903993697538824,0.9227830158036121,0.24092288660710923,0.03701608878917023,44.7562612246642,10.685805185211974,22.889636158040542,0.2295097767983609,0.22502561317224226,14.025733774609071,24.86425904161747,0.30124477961647433,0.24443792370845643,11.992126175460522,38.45309942883923,0.25756694550979015,0.37802838881334483,9.8555940574113,15.513142183306648,0.2116784980753745,0.1525080743059565
584,20260902,0.9622080795766872,0.8870507755945977,0.9218907993215416,0.25749979354513997,0.021762373911856488,44.8865581111743,11.171499463064787,55.005504937096426,0.275601342207122,0.39081989637484943,9.19598512154988,24.749613154825056,0.22686532374594745,0.17584860387242776,10.109596426834006,37.00655916570623,0.24940415148562398,0.2629354940904665,10.057915565850642,23.98219337770624,0.2481291825613067,0.17039600566225638
585,20260902,0.9614920796488335,0.8783023359473552,0.9134784929982348,0.2598527275790541,0.0990549097005126,27.029979936321734,11.728311229108337,14.778430549084398,0.25785406153910495,0.12792769774957785,14.11406223966461,43.496753267173766,0.31030624974213994,0.37652438711739356,10.548106680854682,33.60550067026584,0.2319065461407379,0.2909019545878202,9.09381883369351,23.641057943435136,0.19993314257801723,0.2046459605452083
586,20260902,1.052598155300832,0.7868581389415901,0.7475389681988437,0.5741993862727787,0.019538189452541186,27.2566039264787,9.498533336759841,23.98353546311889,0.23448742639038128,0.3639453839756834,9.493006975859775,25.83181999059364,0.2343509987863694,0.39199273433745674,10.37396658752202,6.052878051970279,0.2560989828980951,0.0918512214418881,11.142137722757738,10.030487893463523,0.2750625919251542,0.15221066024497193
587,20260902,1.0375380902024787,0.9425455102115252,0.9084442480830603,0.29000354769121084,0.024826761842881493,13.762503155161415,12.650290322574515,15.473802456944409,0.26190137383278295,0.20613695822482453,10.056224366444674,17.705513328138217,0.20819593147539428,0.2358670838293883,11.460902275648145,26.618866124602334,0.23727724619877685,0.35460786769038827,14.134316384205398,15.26745692674249,0.292625448493046,0.20338809025539903
588,20260902,0.9366082636224551,0.9061523860839085,0.9674828007381074,0.1470732514121155,0.020548852454735464,48.286556005304796,9.686728704235156,44.865518583926594,0.28312546944906514,0.31198326901699064,9.82477541321821,47.72094219839962,0.2871603237822558,0.331839149920388,6.7071611338295,18.413101150840795,0.19603812625161568,0.12803996635041376,7.9948893366692415,32.807888784593146,0.23367608051706346,0.22813761471220756
589,20260902,0.987968710027328,0.8917384229649461,0.9025978392982505,0.28188933047417697,0.028402046624509174,50.162214264926,9.03039779065854,21.485590653446526,0.25863486035820965,0.19626977946358865,9.781818358426621,27.045494701368856,0.28015590052944356,0.247059220579064,8.7665715239519,42.914679373640276,0.25107875139930147,0.39202341663638995,7.33683730555796,18.02391884772865,0.21013048771304535,0.1646475833209574
590,20260902,1.034698800996979,0.9490461456639653,0.9172197210913131,0.2689989783922807,0.021368787355987292,8.637047069776948,8.255583612332027,5.753148186189231,0.2342282131552893,0.15801276380863177,6.123192838116844,9.647978714349101,0.17372781678753238,0.26498600983037635,11.17374617025972,9.420512969830444,0.31702260223022394,0.25873856238074117,9.693374964048694,11.587749140488798,0.2750213678269543,0.31826266398025077
591,20260902,0.8715055919520964,0.8481344194620812,0.9731829919327702,0.10888321353931883,0.018578599601798,20.164189844892544,9.405853974004865,15.34008551745055,0.27268067852211886,0.2769788702847014,4.425317340334332,4.09011625208966,0.12829228886319513,0.07385068209353567,9.523424775084425,16.277654678996136,0.2760891181918571,0.29390751431887296,11.139428294639576,19.67573834222427,0.322937914422829,0.35526293330288994
